Species	ERAS6_Dag42	ERAS7_Dag8	ERAS11_Dag180	ERAS3_Dag180	ERAS9_Dag42	ERAS9_Dag4	ERAS7_Dag4opt	ERAS2_Dag0	ERAS2_Dag42	ERAS2_Dag180	ERAS4_Dag0	ERAS3_Dag4	ERAS9_Dag8	ERAS7_Dag0	ERAS11_Dag8	ERAS11_Dag4opt	ERAS4_Dag180	ERAS5_Dag4	ERAS3_Dag0	ERAS9_Dag0	ERAS11_Dag42	ERAS5_Dag180	ERAS5_Dag0	ERAS5_Dag42	ERAS6_Dag8opt	ERAS2_Dag8	ERAS4_Dag4opt	ERAS6_Dag4opt	ERAS6_Dag180	ERAS7_Dag42	ERAS2_Dag4opt	ERAS4_Dag42	ERAS3_Dag42	ERAS7_Dag180	ERAS11_Dag0	ERAS4_Dag8opt	ERAS5_Dag8	ERAS6_Dag0	ERAS3_Dag8	ERAS9_Dag180	ERAS8_Dag180	ERAS10_Dag0	ERAS12_Dag180	ERAS12_Dag2	ERAS8_Dag8	ERAS12_Dag4opt	ERAS8_Dag0	ERAS12_Dag42	ERAS1_Dag8	ERAS12_Dag0	ERAS1_Dag42	ERAS10_Dag180	ERAS10_Dag8	ERAS1_Dag0	ERAS8_Dag42	ERAS1_Dag180	ERAS10_Dag42	ERAS12_Dag8	ERAS12_Dag1opt
Prevotella nigrescens	0	0	0	0	0	0.000159923652955773	0	0	0	0	0	0.000310016279586643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella pallens	0	0	0	0	0	0	5.29595829539668e-05	0	0	0	0	0.000545628652072491	0	0	0	0	0	7.54280527551253e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella salivae	0	0	0	0	0	0	2.94219905299816e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.08287943505666e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella sp. oral taxon 299	0	0	0	0	0	0	4.41329857949723e-05	0	0	0	0	0.000465024419379964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.31215957629249e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella tannerae	0	0	0	0	0	0	0	0	0	0	0	0.000124006511834657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella timonensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000113452773801467	0	0	0	0	0	0	0	0	0	0	0
Prevotella veroralis	0	0	0	0	0	0	2.94219905299816e-05	0	0	0	0	0.000155008139793321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.39336474334454e-05
Propionibacterium freudenreichii	0	0	0	0	0	0	0	0	0	0	0	0.00189729963107025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Proteus mirabilis	0	8.53853974798833e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.94569417818957e-05	0	0	0	0	0	0	9.65422331667811e-05	0	0	0	0	0	0	0
Proteus penneri	0	0.000213463493699708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000198448405091131	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudoflavonifractor capillosus	0.000702492404022115	0.000370003389079494	7.27133602134716e-05	0.000486971459693261	0.000959317926613776	0	0	0	0.000506982123131192	9.456630818113e-05	0.000104110555805981	0	0	0.000103905219889455	0	0	0.00047617066867799	0	0.00058258355909233	0.00069233517455167	8.52939172541369e-05	0.000191260947007238	8.12993223255015e-05	0.00018636795653071	0	0.000759978565809392	0	0	0	0.000309193990084349	0	0.000764658851945265	0.000377901097378112	0	0	0.000865327398125834	0	0	0	0.00051307370536993	8.84153221618023e-05	9.33626333778148e-05	8.50864163347484e-05	0	0	0	0	0.000211778511096072	0	0	9.83908703389908e-05	0.000358140542392898	0.0046509250059701	0.000150958147316591	0	0.000168463278724078	0.00111332424963703	0	0
Pseudomonas brassicacearum/fluorescens	0	0	0	0	0	0.00023988547943366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas fluorescens	0	0	0	0	0	0.000571155903413475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudoramibacter alactolyticus	8.78115505027643e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Roseburia hominis	0.000400420670292605	0	0.00507721037690566	0.00146091437907978	0.000678541948092671	0	5.88439810599631e-05	0.00310585484829437	0.0185555457066016	0.00485440381996467	0.00014652596743064	0.000124006511834657	0	0.000654602885303569	0	0	0.000571404802413588	7.54280527551253e-05	0.00249015804461589	0.00182267831667685	0.00152676111884905	0.00321318390972159	0.00763129638895374	0.00722175831556499	0	0	0	0	0.000960023181716419	0.022181307984312	0	0.00199289213288235	0	7.50373909157516e-05	0.00157323955273461	0	0	0.00245700034810989	0	0.00649893360135244	0.000100025414970928	0.00328636469489908	0.00169109252465312	0	3.96896810182261e-05	0	0	0.000242032584109797	0	0.000171443815834713	9.71761682360403e-05	0.000613510320446964	0	0.000624417791173173	0.000386151922264358	0.000316417984386094	0	0	0.000300587671787025
Roseburia intestinalis	0.00425007904433379	0	0.000672598581974613	0.0127564387373285	0.000155986654733947	0	0	0	0.0180618782654921	0.00279285830161604	0.000104110555805981	0.000232512209689982	0	0.0073440209417867	0	0	0.000750669054151185	0	0.00858408518485601	0	8.52939172541369e-05	0.000127507298004825	5.4199548217001e-05	0.00528607294887103	0	0	5.55584651666243e-05	0	0.00320252007946622	0.000176682280048199	0	0.00863108679133218	0.000843191823524912	0.00465982197586818	0.000356685890498536	0.0849665687366366	5.68001965182405e-05	0.0031727793751419	7.18689699299672e-05	0.00310694632696235	0.00486686159717921	0.00260792955902029	0.00559017755319297	0	0.000281796735229405	0	0.00453904024528314	0	0	0	0.00733339953593278	0	0	0.00666350609872226	0.00187397256392997	0.0411167591932819	0	0	0
Roseburia inulinivorans	0.00167895684561285	0	0.000916188338689743	0.00744402281340199	0.00537374025558449	0.001059494200832	0	0.00827124244247264	0.00808354829659178	0.0133863862914177	0.00539292679074981	0.000403021163462635	0	0.0123314714964806	0	0	0.000977239150097313	0	0.00586708044466435	0.00149770466331586	0.00488070748732006	0.00487715414868456	0.000634134714138912	0.00673720162858515	0.0130180639031522	0.198337517263678	0.000300015711899771	0	0.00131097313194524	0	0.00011877887042674	0.000340512145006876	0.014801126313976	0.000210104694564104	0.000649677871979476	0	0	0.022448048635004	0	0.0155803381864002	0.0270237413309269	0.00876363918639755	0.0173959178196393	8.56000525235993e-05	0.00025798292661847	0.000115535604703581	0.00993502992583031	0.00605081460274492	0	0.000618422335689501	0.00104075676180799	0.00667698541643802	0.00012570067583703	0.0165779492689493	0.00911999981112586	0.0115668352070028	0.00156107421959975	0	0.00484697620756578
Rothia dentocariosa	0	0	0	0	0	0.000159923652955773	2.94219905299816e-05	0	0	0	0	0.000223211721302383	0	0	0	4.23592822542359e-05	0	0.000113142079132688	0	0	0	0	0	0	0	0	3.33350790999746e-05	0	0	0	0	0	0	0	0	7.1514661002135e-05	0	0	0	0	0	0	0	0	0	0	0	0	6.89144458342025e-05	0	0	0	0.00012570067583703	0	0	0	0	0	0
Rothia mucilaginosa	0	0	5.45350201601037e-05	0	0	0	7.72327251412016e-05	6.62229178740804e-05	0	0	0	0.000806042326925271	0	0	0	0	5.60200786679989e-05	9.69789249708753e-05	0	0	0	0	0	0	0	0.000101330475441252	7.50039279749428e-05	0	7.32842123447648e-05	0	7.55865539079253e-05	0	0	0	0	7.1514661002135e-05	0	0	0	0	0	0	0	8.56000525235993e-05	0	0.000115535604703581	0	0	6.89144458342025e-05	0	0	0	0.00012570067583703	0	0	0	0	0	0
Ruminococcaceae bacterium D16	0.000412714287362992	0	0	0.000805163038470108	0.000701939946302763	0	0	6.62229178740804e-05	0.000131439809700679	0.00018913261636226	0	0	0	0	0	0	0.000550864106901989	0	0	0.000423878678296941	0.000142156528756895	0.000159384122506031	0	0.00232959945663387	0	0.000844420628677102	0	0	0	0.000107545735681513	0	0.000698945981856219	0.000141712911516792	9.37967386446895e-05	8.49252120234609e-05	0	0	9.30681950041624e-05	0	0.000507372886421375	0.000150038122456392	0	0	0	0	0	0	0	0	0	0	0.000398625995011225	0.00272351464313565	0	0	8.78938845516929e-05	0.00104071614639983	0	0
Ruminococcus bromii	0.0498301278586353	0	0.0720952966516571	0	0.0338404381520036	0.000251308597501929	5.51662322437154e-05	0.0253413032398148	0.0418416727547163	7.88052568176083e-05	0.0189635449427338	0	0	0.0120668595364954	0.000117018441137502	5.08311387050831e-05	0.0412681246187592	0	0	0.000486675519526117	8.52939172541369e-05	0.0266277740666743	0	0	4.88849564519423e-05	0.000101330475441252	0.00730779011824998	7.96823936443874e-05	0.000789840955271354	0.00749235291914539	0.000113379830861888	0.0638171533519319	0	0.00303484558814818	0.00108987355430108	0.000107271991503203	0	0.0324601182353407	0	0.0192814365326675	0	8.71384578192938e-05	0.00840937414775097	0.000684800420188795	0	0	0	0.0412043666628588	6.89144458342025e-05	0.0054562674722	6.55939135593272e-05	0.0405927217662906	0.00012570067583703	0.042931582198976	0	5.85959230344619e-05	7.56334408720809e-05	0	0.0209367663057213
Ruminococcus champanellensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000675155435586514	0	0	0	0	0	0	7.46901067022518e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ruminococcus lactaris	0	0	0.00269402999590912	0.0029483908377792	0.00763554674922672	0.00151927470307984	0	0	0	0.00816422460630422	0.00703093286876391	0	0	0.000110832234548752	0	0	0.000834699172153183	0	0	0.000762981620934494	0.0033008745977351	0.00040802335361544	0	6.98879836990161e-05	0	0	0.000703370169009463	0	0.00410391589130683	0.0010163072021903	0	0	0.00790758046263699	0.000735366430974366	0.000509551272140765	0	0	0.000174502865632805	0	0.00184706533933175	0.00273444478176774	0.000435692289096469	0	0	0.00355222645113124	0	0.000158402126490025	0	0	0	0.0060346400474581	0	0	0	0.000840448301398897	0.00114848009147545	0	0	0
Ruminococcus sp. 5_1_39BFAA	0.00606250944671085	8.53853974798833e-05	0.00940729097761789	0.0197356251573869	0.0413052661735493	0.00110347320539483	2.94219905299816e-05	0.00364226048307442	0.0101678081361311	0.0198778379796735	0.00353281819368295	0.00127726707189697	0	0.00342887225635203	0	6.35389233813539e-05	0.00220158909165235	0	0.00986267565082856	0.00136347641518849	0.00139882024296785	0.00485802805398383	0.00203790301295924	0.00482693007414538	8.38027824890439e-05	0.00227993569742818	0.000993385357179242	5.31215957629249e-05	0.000864753705668225	0.0067968904950716	0	0.00698945981856219	0.0159993877102458	0.000705351474608065	0.00398086931359973	0.0191230203519709	0	0.00325738682514568	0	0.00389936016081147	0.00168792887763441	0.00117014500500195	0.00220799250388672	0.00041848914567093	0.000738228066939006	0.000115535604703581	0.00129998986567676	0.00586929016466258	0.00305290995045517	0.00179403707284182	0.0136872632960463	0.0136840829849947	0.000188551013755545	0.0109581891483907	0.00349808211933595	0.00563106820361179	0.00255943563911122	0.00356780042094901	0.0138739997259199
Ruminococcus sp. SR1/5	0.000511815894358969	0	0.000458094169344871	0.00161032607694022	0	0.00204346889887932	0	0.000875614136335063	0.000707271356960799	0.00296307765634207	0.0012878861347851	0.000527027675297292	0	0.00149623516640816	0	0	0.0014440731389973	0	0.00368339457715209	0.0034538262676047	0.00127940875881205	0.00190552573129433	0.000927414491713128	0.000502158105096634	0	0	0.000440763823655219	0	0.000596742871950228	0.000179242892802521	0	0.00583848894245707	0.00814849241221553	0.000500249272771677	0.000435241711620237	7.1514661002135e-05	0.000984536739649502	0.000663110889404657	0	0.00313545042170513	0.000375095306140979	0.000363076907580391	0.00125502464093754	0.000214000131308998	3.96896810182261e-05	0.000115535604703581	0.000279176161629929	0.0109839092858161	0	0.00130623859683591	0.000519892500062816	0.00147616188777594	0	0.00579435312932371	0.000145122454445755	0.00336601024542409	0	0	0.0123679302454036
Salmonella enterica	0	0.000341541589919533	0	0	0	0	0	0	0	0	0	0	0	0	0.000131645746279689	0	0	0	0	0	0	0	0	0	0	0.000101330475441252	0	0	0	0	0	0	0	0	0	0.00128726389803843	0.000113600393036481	0	0.00100616557901954	0	0	0	0	0	0	0.00103982044233223	0	0	0	0	0	0	0.00314251689592574	0	0	0	0	0	0
Serratia odorifera	0	0	0	0	0	0	0	0	0	0	0	0	0.000322381612357657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Serratia plymuthica/odorifera	0	0	0	0	0	0	0	0	0	0	0	0	0.00033389524137043	0	8.77638308531263e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Serratia proteamaculans	0	0	0	0	0	0	0	0	0	0	0	0	0.000379949757421524	0	0.000153586703992971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slackia exigua	0.000105373860603317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.16867673698686e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solobacterium moorei	0	0	0	0	0	0.000339837762531018	0	0	0	0	0	0.000198410418935451	0	0	0	0	0	0.000192760579263098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00014302932200427	0	0	0	5.70081894855477e-05	0	0	0	0	0	0	0	0	0	6.12299342266833e-05	0	0	0	0	0	0	0	0	0
Staphylococcus aureus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.67870473918173e-05	0	0	0	0
Staphylococcus carnosus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.37292757062181e-05	0	0	0	0	0	0	0	0
Streptococcus anginosus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.54280527551253e-05	5.15560671763124e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus australis	0	0	0	0	0	0	0.000127495292296587	0	0	6.30442054540867e-05	0.000138814074407975	0.000124006511834657	0	0	0.000482701069692195	0	5.60200786679989e-05	0	0.000180446235117093	0	0	0	5.4199548217001e-05	0	4.88849564519423e-05	0.000689047233000516	3.33350790999746e-05	0	0	0	0	0	0.000141712911516792	0	0	0.000107271991503203	0	0	0	0	0	0	9.5722218376592e-05	0	3.96896810182261e-05	0	0	0.000226905547602935	0	0	0	0	0.000502802703348119	0	0	0	0	0.000213640743769402	0
Streptococcus constellatus	0	0	0	0	0	0	0	0	0	0	0	0.000124006511834657	0	0	0	0	0	7.54280527551253e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus downei	0	0	0	0	0	0	0	0	0	0	6.94070372039873e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus gallolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.55865539079253e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus gordonii	0	0	0	0	0.000116989991050461	0	4.90366508833026e-05	0	0	0	0	0.000446423442604765	0	0	0	0	5.60200786679989e-05	0	6.87414229017498e-05	0	0	0	0	0	0	0	5.00026186499618e-05	0	0	0	0	0	0	0	0	7.1514661002135e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1142655860252e-05	0	0	8.5180571087726e-05	0	0	0	0
Streptococcus infantis	0	8.53853974798833e-05	5.45350201601037e-05	0	0.000129988878944956	0	4.70751848479705e-05	6.62229178740804e-05	8.44970205218653e-05	6.30442054540867e-05	9.2542716271983e-05	0.000258346899655535	8.88194238128238e-05	0	8.77638308531263e-05	0	7.46934382239985e-05	0	5.15560671763124e-05	0	0	0	8.12993223255015e-05	0	6.51799419359231e-05	0	7.50039279749428e-05	0	0	0	0	7.16867673698686e-05	0	9.37967386446895e-05	0	0.000104021325094015	0	0	0	5.70081894855477e-05	5.62642959211469e-05	0	0.00018080863471134	0	0	0	0	0	0	0	0	0	0.00012570067583703	0	0	0	0	0	9.39336474334454e-05
Streptococcus mitis	0	0	0	0	0	0	4.24984307655289e-05	0	0	0	0	0.000124006511834657	0	0	0.000131645746279689	0	0	7.54280527551253e-05	0	0	0	0	0	0	0	0	3.33350790999746e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.56351825343115e-05	0	0	0	0	0	0	0	0	0	0	0
Streptococcus mutans	0	0	0	0	0	0	0	0	0	0	0.000104110555805981	0.000124006511834657	0	0	0	0	5.60200786679989e-05	0	0	0	0	0	0	0	0	0	4.16688488749682e-05	0	0	0	0	7.16867673698686e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus oralis	0	0	0	0	0	0.000213231537274364	0.000137302622473247	0	0	0	0.000104110555805981	0.000336589103551212	0	0	0	0	0	0.000175998789761959	5.15560671763124e-05	0	0	0	0	0	0	0	4.44467721332994e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus parasanguinis	0.000105373860603317	0	0	0.00027890183600614	0.000298974421573399	0.000199904566194716	0.00056882515024631	8.5143751552389e-05	9.0130155223323e-05	0.000267937873179868	0.000291509556256746	0.000395270756472969	9.21090321021877e-05	0.000233786744751275	0.000241350534846097	0	0.000243852107143054	9.42850659439066e-05	0.000184742574048453	0.000171569941215428	0	0	0.000126465612506336	7.7653315221129e-05	0	0.000587716757559263	0.000103709134977699	0	7.32842123447648e-05	5.37728678407564e-05	9.44831923849067e-05	0.000215060302109606	0.000141712911516792	0.000206352825018317	0	0.00107271991503203	0	0.000232670487510406	0	6.65095543998057e-05	0.000429385416240332	0.000131399261790999	0.000319074061255307	0	6.94569417818957e-05	0.000308094945876216	0.000154760698294852	0.000237710573679265	0.000120600280209854	0.000122459868453367	5.68480584180836e-05	4.35997182043527e-05	0.000493824083645474	0.000268231418785679	0	0.000139728739543717	8.0675670263553e-05	0.000829428769928266	9.39336474334454e-05
Streptococcus pneumoniae	0	0	0	0	0	0	4.11907867419742e-05	0	0	0	0	0.000148807814201588	0	0	0	0	0	7.54280527551253e-05	0	0	0	0	0	0	0	0.000101330475441252	0.000144452009433223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000103736259308683	0	0	0	0	0	7.56351825343115e-05	0	0	0	9.34279675807559e-05	0.00012570067583703	0	0	0	0	0	0
Streptococcus pseudopneumoniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.1514661002135e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus salivarius	0.000117082067337019	0	0.000109070040320207	0.000206593952597141	0.00120239713024084	0.000279866392672603	0.000147109952649908	8.09391218460982e-05	5.63313470145769e-05	0.00075653046544904	0.000665150773204878	0	8.28981288919689e-05	9.79677787529151e-05	0	6.35389233813539e-05	0.000602215845680988	0	0.000185601841834725	0.000204874694510188	8.52939172541369e-05	0.000218583939436843	0.000130078915720802	9.31839782653548e-05	0	0.000151995713161878	0.000218193245018015	0	0.000388406325427254	5.37728678407564e-05	0	0.00132620519634257	7.08564557583959e-05	0.000206352825018317	6.36939090175957e-05	8.93933262526688e-05	0	0.000549948425024596	0	0.00025083603373641	0.000746780654953404	0.00012448351117042	0.000233987644920558	0.000119840073533039	4.76276172218713e-05	0.000115535604703581	0.000453357810299038	0.000207996751969357	6.89144458342025e-05	0.000265329714982294	0.000575768796798539	0.000121739472908258	0.000305273069889929	0.000555176657486638	0.000613300111831627	0.000207749181667638	8.0675670263553e-05	0.000356067906282336	0.000258317530441975
Streptococcus sanguinis	0	0	0	0	0	0.000199904566194716	6.11072111007309e-05	0	0	8.40589406054489e-05	0	0.000558029303255957	0	0	0	0	0	9.05136633061503e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	7.16867673698686e-05	7.08564557583959e-05	0	0	0.000157332254204697	0	0	0	0	0	0	0	0	0	0	0	0	6.89144458342025e-05	0	0	0	0	0	0	0	0	0	0
Streptococcus sp. C150	0	0	0	0	0	0	0	0	0	0.000157610513635217	0.000173517593009968	0	0	0	0	0	0	0	0	0.000129518485035176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.37738265352449e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.00010292600953404	0	0	0	0	0
Streptococcus sp. M143	0	0	0	0	0	0	2.94219905299816e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus sp. oral taxon 056	0	0	0	0	0	0	0	0	0	0	0	0.000124006511834657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus sp. oral taxon 071	0	0	0	0	0	0	8.82659715899447e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus thermophilus	0.000694686932866313	0.00174565701514428	0	0.000538619947842546	0.000124789323787158	0.00486878676776465	0.00082970013294548	0.000132445835748161	7.51084626861025e-05	6.30442054540867e-05	0.000215933004634627	0.000372019535503971	0.000149677177166055	0.000367131776942742	0	4.23592822542359e-05	0.000145652204536797	0.000494472790283599	5.15560671763124e-05	7.06464463828235e-05	0	0	0	0	0.000467122917207449	0.000101330475441252	0.00151007908322885	0.00375982850010924	0.000195424566252706	0.000141153778081985	0	0.00011469882779179	0	0	0	0.00683362316242624	0	0.00135465928283836	0	5.70081894855477e-05	7.87700142896057e-05	6.22417555852099e-05	0	0.000285333508411998	0.00188305486608695	0.000513491576460361	0	0.000201693820091497	0.00461726787089157	0	0.00052961011688642	7.26661970072546e-05	0.000267113936153688	0.000930146160233543	8.5180571087726e-05	0.00152349399889601	0.00046388510401543	0	0.00138813056762758
Streptococcus vestibularis	0	0	0	0.000132810398098162	0.000129988878944956	0.000199904566194716	4.41329857949723e-05	0	0	9.456630818113e-05	0.000104110555805981	0	0.000253299838281016	0	0	0	9.33667977799981e-05	0	6.87414229017498e-05	0	0	0	5.4199548217001e-05	6.21226521769032e-05	0	0	4.44467721332994e-05	0	0	0	0	0.000358433836849343	0	7.50373909157516e-05	0	0.000214543983006405	0	9.30681950041624e-05	0	0	0	0	0	0	0	0	0	0	0.000137828891668405	0.000122459868453367	0	0	0	0.000137234679378719	0	5.85959230344619e-05	0	0	0.000164383883008529
Subdoligranulum variabile	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000127387818035191	0	0	0	0	0.000171024568456643	0	0	0	0	0	0	5.46214229275949e-05	0	0	0	0	0	0	0	0	0	0	0	0
Sutterella wadsworthensis	0	0	0.00251406442938078	0	0.000795531939143132	0	0	0	0	0	0.00234595785749477	0.000124006511834657	0	0	0	0	0.009657861562363	0.000460111121806264	0.0130075957485836	0.000204089733994823	0.00395763776059195	0.0288612769033921	0.000834673042541816	0.0112892389668477	0	0	3.33350790999746e-05	0	0.00229379584639114	0	0	0.00488186885788805	0	0.0071585670933627	6.36939090175957e-05	0	0.00103376357663198	0	7.18689699299672e-05	0.00810656454484489	0.000258815761237276	0.00324901964154796	6.38148122510613e-05	0.000402320246860917	0	0.000231071209407162	0	0.0160573492520343	0	0.0225815997428008	0	0.00702889742765887	0	0	0	0	0.00925753316274271	0.00647331453621288	0.0190873171584761
Thermus scotoductus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.31215957629249e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Turicibacter sanguinis	0	0	0	0	0.000111419039095677	0.000159923652955773	0	0	0	0	0.000200509218589296	0	0	0	0	0	0	0	0	7.06464463828235e-05	0	0	0	0	0	0.000202660950882505	0	0	0	0	0	0	0	0	0	7.1514661002135e-05	0	0	0	0	8.43964438817204e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.05067526976648e-05	0.000186935650798227	0
